Gene_ID,accession,go_id,GOterm_depth,category,evidence_code,go_description,distance,model_name,protein_id,organism,gene_name,reliability_index,support_count,collapsed_support,n_collapsed_terms,collapsed_terms,identity,similarity,alignment_score,gaps_percentage,alignment_length,length_query,length_reference
g_16969,anno2.MSTRG.14731.1,GO:0005813,3.0,C,IDA,centrosome,0.0099,Prost-T5,MPP9_HUMAN,Homo sapiens (Human).,MPHOSPH9,0.9901,2,0,0,,17.6654,35.0195,-16,20.2335,1285,1127,1183
g_16969,anno2.MSTRG.14731.1,GO:0005814,5.0,C,IDA,centriole,0.0099,Prost-T5,MPP9_HUMAN,Homo sapiens (Human).,MPHOSPH9,0.9901,1,0,0,,17.6654,35.0195,-16,20.2335,1285,1127,1183
g_16969,anno2.MSTRG.14731.1,GO:0005935,3.0,C,IPI,cellular bud neck,0.165,Prot-T5,YM11_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.835,1,0,0,,17.8151,33.7815,-31,26.0504,1190,1127,943
g_16969,anno2.MSTRG.14731.1,GO:0005938,3.0,C,IDA,cell cortex,0.0155,Prost-T5,M9PHM1_DROME,Drosophila melanogaster (Fruit fly).,"corn {ECO:0000313|EMBL:AGB94191.1, ECO:0000313|FlyBase:FBgn0259173}",0.9845,2,2,1,GO:0005737,17.1042,32.7765,-66,22.7526,1257,1127,1101
g_16969,anno2.MSTRG.14731.1,GO:0007026,10.0,P,TAS,negative regulation of microtubule depolymerization,0.0212,Ankh3-Large,A0A0B4K6I7_DROME,Drosophila melanogaster (Fruit fly).,"tacc {ECO:0000313|EMBL:AFH06234.1, ECO:0000313|FlyBase:FBgn0026620}",0.9788,3,0,0,,17.6644,33.4812,-28,26.1641,1353,1127,1225
g_16969,anno2.MSTRG.14731.1,GO:0007052,8.0,P,EXP,mitotic spindle organization,0.0209,Ankh3-Large,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9791,4,3,1,GO:0000226,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0007052,8.0,P,EXP,mitotic spindle organization,0.0055,ESM,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9945,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0007052,8.0,P,EXP,mitotic spindle organization,0.0111,ESM3c,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9889,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0007052,8.0,P,EXP,mitotic spindle organization,0.117,Prot-T5,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.883,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0007094,12.0,P,IMP,mitotic spindle assembly checkpoint signaling,0.0202,Ankh3-Large,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9798,1,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:0007094,12.0,P,IMP,mitotic spindle assembly checkpoint signaling,0.0166,ESM3c,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9834,1,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:0007094,12.0,P,IMP,mitotic spindle assembly checkpoint signaling,0.1601,Prot-T5,KNL1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SPC105,0.8399,1,0,0,,18.6426,35.2234,28,24.3986,1164,1127,917
g_16969,anno2.MSTRG.14731.1,GO:0007143,8.0,P,TAS,female meiotic nuclear division,0.0212,Ankh3-Large,A0A0B4K6I7_DROME,Drosophila melanogaster (Fruit fly).,"tacc {ECO:0000313|EMBL:AFH06234.1, ECO:0000313|FlyBase:FBgn0026620}",0.9788,3,0,0,,17.6644,33.4812,-28,26.1641,1353,1127,1225
g_16969,anno2.MSTRG.14731.1,GO:0007279,4.0,P,IMP,pole cell formation,0.0212,Ankh3-Large,A0A0B4K6I7_DROME,Drosophila melanogaster (Fruit fly).,"tacc {ECO:0000313|EMBL:AFH06234.1, ECO:0000313|FlyBase:FBgn0026620}",0.9788,3,0,0,,17.6644,33.4812,-28,26.1641,1353,1127,1225
g_16969,anno2.MSTRG.14731.1,GO:0007344,7.0,P,TAS,pronuclear fusion,0.0212,Ankh3-Large,A0A0B4K6I7_DROME,Drosophila melanogaster (Fruit fly).,"tacc {ECO:0000313|EMBL:AFH06234.1, ECO:0000313|FlyBase:FBgn0026620}",0.9788,3,0,0,,17.6644,33.4812,-28,26.1641,1353,1127,1225
g_16969,anno2.MSTRG.14731.1,GO:0008017,5.0,F,IDA,microtubule binding,0.0155,Prost-T5,M9PHM1_DROME,Drosophila melanogaster (Fruit fly).,"corn {ECO:0000313|EMBL:AGB94191.1, ECO:0000313|FlyBase:FBgn0259173}",0.9845,2,0,0,,17.1042,32.7765,-66,22.7526,1257,1127,1101
g_16969,anno2.MSTRG.14731.1,GO:0008017,5.0,F,IDA,microtubule binding,0.1601,Prot-T5,KNL1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SPC105,0.8399,1,0,0,,18.6426,35.2234,28,24.3986,1164,1127,917
g_16969,anno2.MSTRG.14731.1,GO:0008104,3.0,P,IMP,protein localization,0.0212,Ankh3-Large,A0A0B4K6I7_DROME,Drosophila melanogaster (Fruit fly).,"tacc {ECO:0000313|EMBL:AFH06234.1, ECO:0000313|FlyBase:FBgn0026620}",0.9788,3,0,0,,17.6644,33.4812,-28,26.1641,1353,1127,1225
g_16969,anno2.MSTRG.14731.1,GO:0010972,9.0,P,IMP,negative regulation of G2/M transition of mitotic cell cycle,0.0168,ESM3c,CUT12_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,cut12,0.9832,1,0,0,,15.3644,24.4074,-334,52.9412,1139,1127,548
g_16969,anno2.MSTRG.14731.1,GO:0015630,6.0,C,IDA,microtubule cytoskeleton,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0030295,5.0,F,EXP,protein kinase activator activity,0.0168,ESM3c,CUT12_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,cut12,0.9832,1,0,0,,15.3644,24.4074,-334,52.9412,1139,1127,548
g_16969,anno2.MSTRG.14731.1,GO:0030466,12.0,P,IMP,silent mating-type cassette heterochromatin formation,0.0072,ESM,ASF2_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,ASF2,0.9928,1,0,0,,14.3744,22.7152,-351,53.4161,1127,1127,525
g_16969,anno2.MSTRG.14731.1,GO:0030954,9.0,P,EXP,astral microtubule nucleation,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0030989,9.0,P,IMP,dynein-driven meiotic oscillatory nuclear movement,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0031021,3.0,C,IDA,interphase microtubule organizing center,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0031097,5.0,C,IDA,medial cortex,0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,1,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:0031106,7.0,P,IMP,septin ring organization,0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,1,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:0031134,4.0,P,IMP,sister chromatid biorientation,0.1601,Prot-T5,KNL1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SPC105,0.8399,1,0,0,,18.6426,35.2234,28,24.3986,1164,1127,917
g_16969,anno2.MSTRG.14731.1,GO:0032991,1.0,C,IPI,protein-containing complex,0.0155,Prost-T5,M9PHM1_DROME,Drosophila melanogaster (Fruit fly).,"corn {ECO:0000313|EMBL:AGB94191.1, ECO:0000313|FlyBase:FBgn0259173}",0.9845,2,0,0,,17.1042,32.7765,-66,22.7526,1257,1127,1101
g_16969,anno2.MSTRG.14731.1,GO:0034451,2.0,C,IDA,centriolar satellite,0.0166,ESM3c,PCM1_XENLA,Xenopus laevis (African clawed frog).,pcm1,0.9834,1,0,0,,15.2575,26.8707,-415,46.55,2058,1127,2031
g_16969,anno2.MSTRG.14731.1,GO:0034501,7.0,P,IMP,protein localization to kinetochore,0.1601,Prot-T5,KNL1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SPC105,0.8399,1,0,0,,18.6426,35.2234,28,24.3986,1164,1127,917
g_16969,anno2.MSTRG.14731.1,GO:0035046,6.0,P,IMP,pronuclear migration,0.0212,Ankh3-Large,A0A0B4K6I7_DROME,Drosophila melanogaster (Fruit fly).,"tacc {ECO:0000313|EMBL:AFH06234.1, ECO:0000313|FlyBase:FBgn0026620}",0.9788,3,3,1,GO:0007097,17.6644,33.4812,-28,26.1641,1353,1127,1225
g_16969,anno2.MSTRG.14731.1,GO:0035591,3.0,F,EXP,signaling adaptor activity,0.0202,Ankh3-Large,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9798,1,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:0035591,3.0,F,EXP,signaling adaptor activity,0.0166,ESM3c,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9834,2,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:0035974,4.0,C,IDA,meiotic spindle pole body,0.0168,ESM3c,CUT12_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,cut12,0.9832,1,0,0,,15.3644,24.4074,-334,52.9412,1139,1127,548
g_16969,anno2.MSTRG.14731.1,GO:0035974,4.0,C,EXP,meiotic spindle pole body,0.1634,Prot-T5,YBOE_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.8366,1,0,0,,15.5615,24.7569,-275,53.2272,1131,1127,533
g_16969,anno2.MSTRG.14731.1,GO:0042802,3.0,F,IPI,identical protein binding,0.0166,ESM3c,PCM1_XENLA,Xenopus laevis (African clawed frog).,pcm1,0.9834,1,0,0,,15.2575,26.8707,-415,46.55,2058,1127,2031
g_16969,anno2.MSTRG.14731.1,GO:0044732,4.0,C,IDA,mitotic spindle pole body,0.0209,Ankh3-Large,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9791,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0044732,4.0,C,IDA,mitotic spindle pole body,0.0055,ESM,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9945,2,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0044732,4.0,C,IDA,mitotic spindle pole body,0.0111,ESM3c,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9889,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0044732,4.0,C,IDA,mitotic spindle pole body,0.117,Prot-T5,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.883,3,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0045177,2.0,C,IDA,apical part of cell,0.0155,Prost-T5,M9PHM1_DROME,Drosophila melanogaster (Fruit fly).,"corn {ECO:0000313|EMBL:AGB94191.1, ECO:0000313|FlyBase:FBgn0259173}",0.9845,2,0,0,,17.1042,32.7765,-66,22.7526,1257,1127,1101
g_16969,anno2.MSTRG.14731.1,GO:0045921,8.0,P,IMP,positive regulation of exocytosis,0.0155,Prost-T5,M9PHM1_DROME,Drosophila melanogaster (Fruit fly).,"corn {ECO:0000313|EMBL:AGB94191.1, ECO:0000313|FlyBase:FBgn0259173}",0.9845,2,0,0,,17.1042,32.7765,-66,22.7526,1257,1127,1101
g_16969,anno2.MSTRG.14731.1,GO:0051010,6.0,F,TAS,microtubule plus-end binding,0.0202,Ankh3-Large,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9798,1,3,1,GO:0008017,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:0051010,6.0,F,TAS,microtubule plus-end binding,0.0166,ESM3c,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9834,1,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:0051415,9.0,P,IMP,microtubule nucleation by interphase microtubule organizing center,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0061163,6.0,P,IDA,endoplasmic reticulum polarization,0.165,Prot-T5,YM11_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.835,1,0,0,,17.8151,33.7815,-31,26.0504,1190,1127,943
g_16969,anno2.MSTRG.14731.1,GO:0061493,3.0,C,IDA,central plaque of mitotic spindle pole body,0.0209,Ankh3-Large,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9791,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0061493,3.0,C,IDA,central plaque of mitotic spindle pole body,0.0055,ESM,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9945,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0061493,3.0,C,IDA,central plaque of mitotic spindle pole body,0.0111,ESM3c,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9889,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0061493,3.0,C,IDA,central plaque of mitotic spindle pole body,0.117,Prot-T5,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.883,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0061496,3.0,C,IDA,half bridge of mitotic spindle pole body,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0061497,3.0,C,IDA,inner plaque of mitotic spindle pole body,0.0168,ESM3c,CUT12_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,cut12,0.9832,1,0,0,,15.3644,24.4074,-334,52.9412,1139,1127,548
g_16969,anno2.MSTRG.14731.1,GO:0061499,3.0,C,IDA,outer plaque of mitotic spindle pole body,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0071341,2.0,C,IDA,medial cortical node,0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,2,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:0071341,2.0,C,IDA,medial cortical node,0.0162,ESM3c,BLT1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,blt1,0.9838,1,0,0,,14.5374,28.7225,-193,39.0308,1135,1127,700
g_16969,anno2.MSTRG.14731.1,GO:0072766,6.0,P,IMP,centromere clustering at the mitotic interphase nuclear envelope,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,2,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0090488,4.0,F,IPI,polo box domain specific binding,0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,1,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:0097431,3.0,C,IDA,mitotic spindle pole,0.1634,Prot-T5,YBOE_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.8366,1,0,0,,15.5615,24.7569,-275,53.2272,1131,1127,533
g_16969,anno2.MSTRG.14731.1,GO:0098863,6.0,P,IMP,nuclear migration by microtubule mediated pushing forces,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0099070,3.0,C,IDA,static microtubule bundle,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0106006,4.0,F,IPI,cytoskeletal protein-membrane anchor activity,0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,2,1,1,GO:0043495,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:0106006,4.0,F,IMP,cytoskeletal protein-membrane anchor activity,0.0162,ESM3c,BLT1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,blt1,0.9838,1,0,0,,14.5374,28.7225,-193,39.0308,1135,1127,700
g_16969,anno2.MSTRG.14731.1,GO:0110085,4.0,C,IDA,mitotic actomyosin contractile ring,0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,2,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:0110085,4.0,C,IDA,mitotic actomyosin contractile ring,0.0162,ESM3c,BLT1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,blt1,0.9838,1,0,0,,14.5374,28.7225,-193,39.0308,1135,1127,700
g_16969,anno2.MSTRG.14731.1,GO:0110161,12.0,P,IMP,positive regulation of mitotic spindle formation (spindle phase one),0.0168,ESM3c,CUT12_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,cut12,0.9832,1,0,0,,15.3644,24.4074,-334,52.9412,1139,1127,548
g_16969,anno2.MSTRG.14731.1,GO:0120104,2.0,C,IDA,"mitotic actomyosin contractile ring, proximal layer",0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,1,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:0120104,2.0,C,EXP,"mitotic actomyosin contractile ring, proximal layer",0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0120105,2.0,C,IDA,"mitotic actomyosin contractile ring, intermediate layer",0.0073,ESM,BLT1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,blt1,0.9927,1,0,0,,14.5374,28.7225,-193,39.0308,1135,1127,700
g_16969,anno2.MSTRG.14731.1,GO:0120105,2.0,C,IDA,"mitotic actomyosin contractile ring, intermediate layer",0.0162,ESM3c,BLT1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,blt1,0.9838,1,0,0,,14.5374,28.7225,-193,39.0308,1135,1127,700
g_16969,anno2.MSTRG.14731.1,GO:0140405,4.0,P,IMP,spindle pole body-led chromosome movement during mitotic interphase,0.1563,Prot-T5,MBO1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mto1 {ECO:0000312|PomBase:SPCC417.07c},0.8437,1,0,0,,18.755,36.6321,60,21.0694,1253,1127,1115
g_16969,anno2.MSTRG.14731.1,GO:0140475,4.0,F,EXP,spindle pole body anchor activity,0.0209,Ankh3-Large,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9791,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0140475,4.0,F,EXP,spindle pole body anchor activity,0.0055,ESM,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9945,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0140475,4.0,F,EXP,spindle pole body anchor activity,0.0111,ESM3c,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9889,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0140475,4.0,F,EXP,spindle pole body anchor activity,0.117,Prot-T5,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.883,1,1,1,GO:0030674,18.886,31.4186,-67,33.7685,1149,1127,783
g_16969,anno2.MSTRG.14731.1,GO:0140480,5.0,P,IMP,mitotic spindle pole body insertion into the nuclear envelope,0.0168,ESM3c,CUT12_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,cut12,0.9832,1,0,0,,15.3644,24.4074,-334,52.9412,1139,1127,548
g_16969,anno2.MSTRG.14731.1,GO:0140483,3.0,F,IPI,kinetochore adaptor activity,0.0202,Ankh3-Large,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9798,1,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:0140483,3.0,F,IPI,kinetochore adaptor activity,0.0166,ESM3c,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9834,1,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:0140693,3.0,F,IDA,molecular condensate scaffold activity,0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,1,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:1902018,9.0,P,IMP,negative regulation of cilium assembly,0.0099,Prost-T5,MPP9_HUMAN,Homo sapiens (Human).,MPHOSPH9,0.9901,2,0,0,,17.6654,35.0195,-16,20.2335,1285,1127,1183
g_16969,anno2.MSTRG.14731.1,GO:1902408,5.0,P,IMP,"mitotic cytokinesis, division site positioning",0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,1,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:1902426,12.0,P,IMP,deactivation of mitotic spindle assembly checkpoint,0.0202,Ankh3-Large,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9798,1,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:1902426,12.0,P,IMP,deactivation of mitotic spindle assembly checkpoint,0.0166,ESM3c,KNL1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spc7 {ECO:0000312|PomBase:SPCC1020.02},0.9834,1,0,0,,17.701,33.2158,19,24.33,1418,1127,1364
g_16969,anno2.MSTRG.14731.1,GO:1903475,10.0,P,IMP,mitotic actomyosin contractile ring assembly,0.0067,ESM,BUD4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mid1 {ECO:0000303|PubMed:8946912},0.9933,1,0,0,,17.1429,31.8615,-80,22.7706,1155,1127,920
g_16969,anno2.MSTRG.14731.1,GO:1905047,6.0,P,EXP,mitotic spindle pole body organization,0.0209,Ankh3-Large,PPC89_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,ppc89,0.9791,1,0,0,,18.886,31.4186,-67,33.7685,1149,1127,783
